,location,total_sqft,bath,price,bhk
6759,Thanisandra,1948.0,4.0,129.0,4
6760,Thanisandra,1573.0,3.0,90.0,3
6761,Thanisandra,1056.0,2.0,70.0,2
6762,Thanisandra,1595.0,3.0,96.0,3
6765,Thanisandra,1245.0,2.0,83.05,2
6766,Thanisandra,1261.0,2.0,80.0,3
6767,Thanisandra,1884.0,4.0,117.0,3
6768,Thanisandra,965.0,2.0,54.0,2
6769,Thanisandra,1930.0,4.0,122.0,3
6770,Thanisandra,777.0,1.0,38.46,1
6772,Thanisandra,1930.0,4.0,120.0,3
6773,Thanisandra,760.0,1.0,50.4,1
6774,Thanisandra,663.0,1.0,32.82,1
6775,Thanisandra,1801.0,3.0,115.0,3
6776,Thanisandra,1806.0,6.0,116.0,3
6777,Thanisandra,3671.0,4.0,220.0,4
6779,Thanisandra,1305.0,2.0,90.0,2
6780,Thanisandra,1965.0,4.0,125.0,3
6781,Thanisandra,1573.0,3.0,100.0,3
6784,Thanisandra,1917.0,4.0,130.0,4
6786,Thigalarapalya,3122.0,6.0,230.0,4
6788,Thigalarapalya,1297.0,2.0,103.0,2
6789,Thigalarapalya,1418.0,2.0,95.0,2
6790,Thigalarapalya,3122.0,6.0,235.0,4
6791,Thigalarapalya,3122.0,6.0,245.0,4
6793,Thigalarapalya,1418.0,2.0,103.0,2
6794,Thigalarapalya,1418.0,2.0,101.0,2
6795,Thigalarapalya,1418.0,2.0,104.0,2
6797,Thigalarapalya,3122.0,5.0,225.0,4
6798,Thigalarapalya,2912.0,6.0,210.0,4
6799,Thigalarapalya,1418.0,2.0,103.0,2
6800,Thigalarapalya,2072.0,4.0,159.0,3
6802,Thigalarapalya,1418.0,2.0,106.0,2
6804,Thigalarapalya,1418.0,2.0,104.0,2
6805,Thigalarapalya,3122.0,6.0,237.0,4
6806,Thigalarapalya,1418.0,2.0,105.0,2
6807,Thigalarapalya,1418.0,2.0,104.0,2
6810,Thigalarapalya,1418.0,2.0,106.0,2
6811,Thigalarapalya,2072.0,4.0,155.0,3
6812,Thigalarapalya,1830.0,4.0,135.0,3
6813,Thigalarapalya,1418.0,2.0,105.0,2
6814,Thigalarapalya,2072.0,4.0,160.0,3
6818,Thigalarapalya,2072.0,4.0,160.0,3
6819,Thigalarapalya,2072.0,4.0,155.0,3
6820,Thigalarapalya,3122.0,6.0,235.0,4
6821,Thigalarapalya,2072.0,4.0,153.0,3
6823,Thigalarapalya,2072.0,4.0,157.0,3
6824,Thigalarapalya,1418.0,2.0,105.0,2
6825,Thigalarapalya,3362.0,5.0,249.0,4
6826,Thigalarapalya,3122.0,6.0,245.0,4
6829,Thigalarapalya,4190.0,4.0,325.0,4
6833,Thigalarapalya,1400.0,2.0,105.0,2
6835,Thigalarapalya,1297.0,2.0,98.0,2
6837,Thubarahalli,3800.0,4.0,239.0,4
6838,Thubarahalli,1200.0,2.0,78.0,2
6839,Thubarahalli,1128.0,2.0,75.0,2
6840,Thubarahalli,1185.0,2.0,65.0,2
6841,Thubarahalli,975.0,2.0,55.0,2
6842,Thubarahalli,1330.0,2.0,75.0,2
6843,Thubarahalli,1085.0,2.0,70.0,2
6844,Thubarahalli,1216.0,2.0,80.0,2
6845,Thubarahalli,1200.0,2.0,79.0,2
6846,Thubarahalli,1200.0,2.0,80.0,2
6847,Thubarahalli,1200.0,2.0,79.55,2
6849,Thubarahalli,2625.0,3.0,175.0,3
6850,Thubarahalli,975.0,2.0,50.0,2
6852,Thubarahalli,1584.0,3.0,101.0,3
6853,Thyagaraja Nagar,800.0,1.0,100.0,1
6854,Thyagaraja Nagar,2000.0,4.0,145.0,5
6855,Thyagaraja Nagar,1270.0,2.0,95.25,3
6856,Thyagaraja Nagar,1040.0,2.0,68.0,2
6857,Tindlu,1500.0,2.0,87.0,3
6858,Tindlu,7500.0,7.0,400.0,7
6859,Tindlu,1357.0,2.0,65.0,3
6860,Tindlu,1500.0,3.0,87.0,3
6861,Tindlu,1370.07,3.0,65.0,3
6862,Tindlu,1165.0,2.0,59.8,2
6863,Tindlu,1050.0,2.0,55.0,2
6864,Tindlu,1100.0,2.0,55.0,2
6865,Tumkur Road,1500.0,3.0,95.0,3
6866,Tumkur Road,1779.0,3.0,112.0,3
6867,Tumkur Road,1586.0,3.0,100.0,3
6868,Tumkur Road,1098.0,2.0,72.0,2
6869,Tumkur Road,1354.0,3.0,90.0,3
6870,Tumkur Road,1240.0,2.0,84.0,3
6871,Tumkur Road,1239.0,2.0,82.0,2
6872,Tumkur Road,1246.0,2.0,82.0,2
6873,Tumkur Road,1500.0,3.0,100.0,3
6875,Tumkur Road,1416.0,3.0,94.0,3
6876,Tumkur Road,1027.0,2.0,60.0,2
6877,Tumkur Road,1027.0,2.0,68.62,2
6878,Tumkur Road,1459.0,2.0,95.0,3
6879,Tumkur Road,992.0,2.0,60.0,2
6880,Tumkur Road,1066.0,2.0,52.5,2
6881,Tumkur Road,1240.0,2.0,79.0,3
6882,Tumkur Road,1441.0,2.0,95.0,3
6883,Tumkur Road,1240.0,2.0,83.0,3
6884,Tumkur Road,1027.0,2.0,67.0,2
6886,Tumkur Road,1354.0,3.0,85.86,3
6887,Ulsoor,2135.0,3.0,215.0,3
6888,Ulsoor,1275.0,2.0,120.0,2
6889,Ulsoor,1020.0,3.0,110.0,3
6890,Ulsoor,1200.0,2.0,60.0,2
6891,Ulsoor,1180.0,2.0,100.0,2
6892,Ulsoor,1340.0,3.0,90.0,3
6893,Ulsoor,1500.0,2.0,125.0,3
6894,Ulsoor,2000.0,3.0,185.0,3
6895,Ulsoor,1255.0,2.0,120.0,2
6896,Ulsoor,1685.0,4.0,185.0,3
6898,Ulsoor,2135.0,3.0,170.0,3
6899,Ulsoor,1160.0,2.0,130.0,2
6900,Uttarahalli,1440.0,2.0,62.0,3
6901,Uttarahalli,1143.0,2.0,45.0,2
6902,Uttarahalli,1020.0,2.0,45.0,2
6903,Uttarahalli,1286.0,2.0,63.0,2
6904,Uttarahalli,1101.0,2.0,45.0,2
6905,Uttarahalli,1345.0,2.0,67.0,2
6908,Uttarahalli,1175.0,2.0,47.0,2
6909,Uttarahalli,1390.0,2.0,62.55,3
6910,Uttarahalli,1330.0,2.0,56.0,3
6911,Uttarahalli,1008.0,2.0,45.0,2
6912,Uttarahalli,1390.0,2.0,60.47,3
6913,Uttarahalli,1617.0,3.0,66.68,3
6914,Uttarahalli,1150.0,2.0,49.0,2
6915,Uttarahalli,1330.0,2.0,56.0,3
6916,Uttarahalli,1200.0,2.0,44.0,2
6919,Uttarahalli,882.0,2.0,30.0,2
6920,Uttarahalli,993.0,2.0,39.71,2
6921,Uttarahalli,1045.0,2.0,45.0,2
6922,Uttarahalli,850.0,2.0,37.93,2
6924,Uttarahalli,3600.0,6.0,120.0,6
6925,Uttarahalli,1788.0,3.0,98.34,3
6926,Uttarahalli,1345.0,2.0,57.0,3
6927,Uttarahalli,1089.0,2.0,43.55,2
6929,Uttarahalli,1279.0,2.0,48.0,2
6931,Uttarahalli,1425.0,2.0,64.0,3
6932,Uttarahalli,1155.0,2.0,40.42,2
6933,Uttarahalli,1050.0,2.0,42.0,2
6934,Uttarahalli,1300.0,2.0,55.0,3
6935,Uttarahalli,1250.0,2.0,55.0,3
6936,Uttarahalli,1700.0,3.0,88.0,3
6937,Uttarahalli,1200.0,3.0,50.0,3
6938,Uttarahalli,1085.0,2.0,43.0,2
6940,Uttarahalli,1175.0,2.0,47.0,2
6941,Uttarahalli,1689.28,3.0,91.2,3
6942,Uttarahalli,1175.0,2.0,47.0,2
6943,Uttarahalli,1137.0,2.0,63.0,2
6944,Uttarahalli,1215.0,2.0,52.85,3
6946,Uttarahalli,1325.0,2.0,53.0,2
6947,Uttarahalli,1300.0,2.0,60.0,3
6948,Uttarahalli,850.0,2.0,35.0,2
6949,Uttarahalli,1627.86,3.0,88.0,3
6951,Uttarahalli,1360.0,2.0,61.2,3
6952,Uttarahalli,661.0,1.0,36.0,1
6953,Uttarahalli,1134.0,2.0,45.36,2
6955,Uttarahalli,1320.0,2.0,55.44,3
6956,Uttarahalli,1390.0,2.0,61.16,3
6957,Uttarahalli,1090.0,2.0,45.0,2
6958,Uttarahalli,1050.0,2.0,42.0,2
6959,Uttarahalli,1123.0,2.0,48.0,2
6960,Uttarahalli,1329.0,2.0,56.0,3
6961,Uttarahalli,938.0,2.0,35.0,2
6964,Uttarahalli,1100.0,1.0,45.0,2
6965,Uttarahalli,1125.0,2.0,47.0,2
6967,Uttarahalli,1685.0,3.0,85.0,3
6968,Uttarahalli,1390.0,2.0,62.55,3
6970,Uttarahalli,1180.0,2.0,41.3,2
6971,Uttarahalli,1380.0,2.0,42.0,2
6972,Uttarahalli,1737.0,2.0,95.0,3
6974,Uttarahalli,1160.0,2.0,45.0,2
6975,Uttarahalli,1280.0,2.0,60.0,3
6977,Uttarahalli,1190.0,2.0,53.55,2
6978,Uttarahalli,1330.0,2.0,57.0,3
6979,Uttarahalli,1560.0,3.0,74.0,3
6981,Uttarahalli,1125.0,2.0,48.0,2
6982,Uttarahalli,1320.0,2.0,55.44,3
6984,Uttarahalli,1160.0,2.0,40.6,2
6986,Uttarahalli,1065.0,2.0,42.59,2
6987,Uttarahalli,1075.0,2.0,46.76,2
6988,Uttarahalli,1155.0,2.0,40.6,2
6991,Uttarahalli,1215.0,2.0,52.85,3
6993,Uttarahalli,1180.0,2.0,41.3,2
6996,Uttarahalli,1002.0,2.0,40.08,2
6997,Uttarahalli,1002.0,2.0,40.08,2
6998,Uttarahalli,1075.0,2.0,40.0,2
7000,Uttarahalli,1155.0,2.0,40.43,2
7002,Uttarahalli,1025.0,2.0,35.88,2
7003,Uttarahalli,1125.0,2.0,47.65,2
7004,Uttarahalli,1300.0,2.0,55.0,2
7005,Uttarahalli,1025.0,2.0,35.88,2
7006,Uttarahalli,980.0,2.0,45.0,2
7007,Uttarahalli,1125.0,2.0,47.0,2
7012,Uttarahalli,1175.0,2.0,47.0,2
7015,Uttarahalli,1525.0,2.0,62.82,3
7016,Uttarahalli,1265.0,2.0,65.0,3
7019,Uttarahalli,1213.0,2.0,48.0,2
7021,Uttarahalli,900.0,2.0,35.0,2
7022,Uttarahalli,1065.0,2.0,42.6,2
7025,Uttarahalli,1125.0,2.0,47.0,2
7026,Uttarahalli,1270.0,2.0,55.25,3
7027,Uttarahalli,1270.0,2.0,55.25,3
7028,Uttarahalli,1107.0,2.0,45.0,2
7029,Uttarahalli,1200.0,2.0,55.0,2
7031,Uttarahalli,1460.0,3.0,76.0,3
7032,Uttarahalli,1500.0,3.0,68.0,3
7033,Uttarahalli,1120.0,2.0,50.0,2
7034,Uttarahalli,1150.0,2.0,46.0,2
7035,Uttarahalli,1330.0,2.0,58.0,3
7037,Uttarahalli,1050.0,2.0,42.0,2
7038,Uttarahalli,1125.0,2.0,48.0,2
7040,Uttarahalli,1345.0,2.0,57.0,3
7041,Uttarahalli,1345.0,2.0,57.0,3
7043,Uttarahalli,1000.0,2.0,52.0,2
7044,Uttarahalli,1037.0,2.0,36.0,2
7046,Uttarahalli,1000.0,2.0,39.5,2
7047,Uttarahalli,1125.0,1.0,45.0,2
7049,Uttarahalli,1160.0,2.0,40.58,2
7050,Uttarahalli,1123.0,2.0,60.0,2
7052,Uttarahalli,1000.0,2.0,35.0,2
7053,Uttarahalli,1330.0,2.0,57.0,3
7054,Uttarahalli,1125.0,2.0,47.0,2
7055,Uttarahalli,1165.0,1.0,42.09,2
7056,Uttarahalli,1260.0,2.0,55.0,2
7057,Uttarahalli,1284.0,2.0,53.36,2
7058,Uttarahalli,1150.0,2.0,45.99,2
7060,Uttarahalli,1290.0,2.0,56.12,3
7061,Uttarahalli,1328.0,2.0,56.0,3
7062,Uttarahalli,1040.0,2.0,36.4,2
7063,Uttarahalli,1290.0,2.0,56.12,3
7065,Uttarahalli,1075.0,2.0,46.76,2
7066,Uttarahalli,1345.0,2.0,57.0,3
7067,Varthur,1160.0,2.0,44.0,2
7068,Varthur,1385.0,2.0,80.0,2
7070,Varthur,1024.0,2.0,42.0,2
7071,Varthur,1125.0,2.0,40.0,2
7072,Varthur,1112.0,2.0,40.0,2
7073,Varthur,1055.0,2.0,45.35,2
7074,Varthur,1280.0,2.0,65.0,2
7075,Varthur,977.0,2.0,36.0,2
7076,Varthur,1250.0,3.0,71.0,3
7077,Varthur,1200.0,3.0,67.75,3
7078,Varthur,1111.0,2.0,41.88,2
7079,Varthur,1140.0,2.0,55.5,2
7080,Varthur,1012.0,2.0,59.0,2
7081,Varthur,1140.0,2.0,39.9,2
7082,Varthur,1090.0,2.0,48.0,2
7083,Varthur,1450.0,3.0,71.0,3
7084,Varthur,1210.0,2.0,60.0,2
7085,Varthur,1070.0,2.0,46.0,2
7086,Varthur,1360.0,2.0,85.0,3
7087,Varthur,965.0,2.0,34.0,2
7088,Varthur,1120.0,2.0,44.24,2
7089,Varthur,1395.0,2.0,79.0,3
7090,Varthur,1085.0,2.0,45.0,2
7091,Varthur,1250.0,2.0,47.0,2
7092,Varthur,1200.0,3.0,68.38,3
7094,Varthur,1155.0,2.0,60.0,2
7095,Varthur,1035.0,2.0,60.0,2
7096,Varthur,1155.0,2.0,39.0,2
7097,Varthur,1180.0,2.0,55.0,2
7099,Varthur,1738.0,2.0,57.35,2
7100,Varthur,1045.0,2.0,40.65,2
7101,Varthur,1155.0,2.0,39.0,2
7103,Varthur,1210.0,2.0,64.15,2
7105,Varthur,1105.0,2.0,38.0,2
7106,Varthur,1560.0,3.0,90.0,3
7107,Varthur,1760.0,2.0,85.0,2
7108,Varthur,1210.0,2.0,54.0,2
7109,Varthur,1112.0,2.0,40.0,2
7111,Varthur,1000.0,1.0,65.0,2
7113,Varthur Road,900.0,2.0,27.0,2
7114,Varthur Road,1277.0,2.0,59.0,2
7115,Varthur Road,1247.0,2.0,58.0,3
7116,Varthur Road,1050.0,2.0,42.7,2
7117,Varthur Road,1255.0,2.0,52.76,2
7119,Varthur Road,1033.0,2.0,32.0,2
7120,Varthur Road,1140.0,2.0,49.11,2
7121,Varthur Road,850.0,2.0,25.4,2
7122,Vasanthapura,1022.0,2.0,40.0,2
7123,Vasanthapura,1135.0,2.0,39.73,2
7124,Vasanthapura,995.0,2.0,34.82,2
7125,Vasanthapura,995.0,2.0,34.82,2
7126,Vasanthapura,1037.0,2.0,36.28,2
7127,Vasanthapura,978.0,2.0,34.22,2
7128,Vasanthapura,1037.0,2.0,36.28,2
7129,Vidyaranyapura,1440.0,2.0,95.0,2
7130,Vidyaranyapura,1062.0,2.0,38.0,2
7131,Vidyaranyapura,1200.0,2.0,55.0,2
7132,Vidyaranyapura,1200.0,4.0,90.0,4
7134,Vidyaranyapura,1060.0,2.0,55.0,2
7135,Vidyaranyapura,1100.0,2.0,54.0,2
7136,Vidyaranyapura,1440.0,2.0,70.0,3
7137,Vidyaranyapura,1100.0,2.0,54.0,2
7138,Vidyaranyapura,1000.0,2.0,35.0,2
7140,Vidyaranyapura,1120.0,2.0,70.0,2
7141,Vidyaranyapura,945.0,2.0,40.0,2
7142,Vidyaranyapura,1100.0,2.0,54.0,2
7143,Vidyaranyapura,1200.0,2.0,65.0,3
7144,Vidyaranyapura,1200.0,2.0,52.0,2
7145,Vidyaranyapura,1050.0,2.0,50.0,2
7146,Vidyaranyapura,1188.0,2.0,50.0,2
7147,Vidyaranyapura,1100.0,2.0,75.0,3
7148,Vidyaranyapura,1100.0,2.0,72.0,3
7149,Vidyaranyapura,2400.0,5.0,135.0,4
7150,Vidyaranyapura,1100.0,2.0,41.0,2
7151,Vidyaranyapura,1200.0,2.0,60.5,2
7152,Vidyaranyapura,1200.0,2.0,42.0,2
7153,Vijayanagar,1704.0,3.0,110.0,3
7154,Vijayanagar,1933.0,3.0,129.0,3
7156,Vijayanagar,1450.0,3.0,100.0,3
7157,Vijayanagar,1580.0,2.0,134.0,3
7158,Vijayanagar,1826.0,3.0,121.0,3
7159,Vijayanagar,1739.0,3.0,116.0,3
7160,Vijayanagar,1490.0,3.0,100.0,3
7161,Vijayanagar,1180.0,2.0,65.0,2
7162,Vijayanagar,606.0,1.0,34.78,1
7163,Vijayanagar,1352.0,2.0,68.0,2
7164,Vijayanagar,1527.0,3.0,115.0,3
7165,Vijayanagar,989.0,2.0,60.0,2
7166,Vijayanagar,1520.0,2.0,103.0,3
7167,Vijayanagar,1749.0,3.0,117.0,3
7168,Vijayanagar,1046.0,2.0,75.0,2
7169,Vijayanagar,606.0,1.0,40.0,1
7170,Vijayanagar,1200.0,2.0,62.0,2
7173,Vijayanagar,1760.0,3.0,140.0,3
7174,Vijayanagar,2047.0,3.0,136.0,3
7175,Vijayanagar,1200.0,2.0,75.0,3
7176,Vijayanagar,1178.0,2.0,82.0,2
7177,Vijayanagar,864.0,2.0,45.0,2
7178,Vijayanagar,2100.0,6.0,252.0,4
7179,Vijayanagar,920.0,2.0,60.0,2
7180,Vijayanagar,1019.0,2.0,58.0,2
7181,Vijayanagar,2400.0,6.0,125.0,5
7182,Vijayanagar,1180.0,2.0,86.0,2
7183,Vijayanagar,1046.0,2.0,49.06,2
7184,Vijayanagar,2400.0,2.0,230.0,1
7185,Vijayanagar,492.0,1.0,40.0,1
7187,Vishveshwarya Layout,750.0,1.0,30.0,1
7188,Vishveshwarya Layout,2000.0,4.0,75.0,4
7189,Vishveshwarya Layout,2100.0,6.0,92.0,6
7190,Vishveshwarya Layout,2000.0,3.0,90.0,4
7191,Vishwapriya Layout,820.0,2.0,30.0,2
7192,Vishwapriya Layout,770.0,2.0,30.0,2
7193,Vishwapriya Layout,910.0,2.0,36.0,2
7194,Vishwapriya Layout,890.0,2.0,37.0,2
7195,Vittasandra,1404.0,2.0,71.0,2
7196,Vittasandra,1246.0,2.0,67.0,2
7197,Vittasandra,1404.0,2.0,69.3,2
7198,Vittasandra,1246.0,2.0,67.3,2
7199,Vittasandra,1246.0,2.0,64.5,2
7200,Vittasandra,1246.0,2.0,64.5,2
7201,Vittasandra,1246.0,2.0,68.0,2
7203,Vittasandra,1238.0,2.0,67.0,2
7204,Vittasandra,1404.0,2.0,75.0,2
7205,Vittasandra,1246.0,2.0,65.0,2
7206,Vittasandra,1238.0,2.0,67.0,2
7207,Vittasandra,1246.0,2.0,67.4,2
7208,Vittasandra,1259.0,2.0,67.4,2
7209,Vittasandra,1404.0,2.0,68.8,2
7210,Vittasandra,1246.0,2.0,62.3,2
7211,Vittasandra,1246.0,2.0,63.0,2
7212,Vittasandra,1246.0,2.0,67.4,2
7213,Vittasandra,1246.0,2.0,65.4,2
7215,Vittasandra,1238.0,2.0,67.32,2
7216,Vittasandra,1246.0,2.0,67.4,2
7218,Vittasandra,1246.0,2.0,67.3,2
7219,Vittasandra,1404.0,2.0,70.0,2
7220,Vittasandra,1259.0,2.0,67.48,2
7221,Vittasandra,1404.0,2.0,75.0,2
7223,Vittasandra,1246.0,2.0,67.0,2
7226,Vittasandra,1404.0,2.0,72.0,2
7227,Vittasandra,1246.0,2.0,67.5,2
7228,Vittasandra,1246.0,2.0,67.5,2
7229,Vittasandra,1404.0,2.0,70.0,2
7230,Vittasandra,1246.0,2.0,65.0,2
7231,Vittasandra,1246.0,2.0,67.4,2
7235,Whitefield,1610.0,3.0,81.0,3
7236,Whitefield,1459.0,2.0,94.82,2
7241,Whitefield,1280.0,2.0,75.0,2
7243,Whitefield,1910.0,3.0,161.0,3
7244,Whitefield,3252.0,4.0,230.0,4
7245,Whitefield,11890.0,4.0,700.0,4
7248,Whitefield,1150.0,2.0,70.0,2
7249,Whitefield,1768.0,3.0,101.0,3
7251,Whitefield,4144.0,4.0,315.0,4
7252,Whitefield,4104.0,4.0,360.0,4
7253,Whitefield,1790.0,3.0,100.0,3
7254,Whitefield,1720.0,3.0,100.0,3
7256,Whitefield,1640.0,4.0,91.0,3
7259,Whitefield,2280.0,4.0,126.0,3
7263,Whitefield,1897.0,3.0,130.0,3
7264,Whitefield,2225.0,2.0,125.0,3
7265,Whitefield,4348.5,2.0,304.0,4
7268,Whitefield,2268.0,3.0,163.0,4
7271,Whitefield,2400.0,4.0,200.0,4
7273,Whitefield,1360.0,2.0,95.0,2
7275,Whitefield,1697.0,3.0,94.79,3
7276,Whitefield,5000.0,4.0,400.0,4
7277,Whitefield,3000.0,5.0,250.0,4
7278,Whitefield,1700.0,3.0,115.0,3
7281,Whitefield,2842.0,3.0,162.0,3
7285,Whitefield,1500.0,3.0,130.0,3
7286,Whitefield,1280.0,2.0,75.0,2
7288,Whitefield,1405.0,2.0,78.0,3
7289,Whitefield,2225.0,3.0,115.0,3
7290,Whitefield,1272.0,2.0,95.05,2
7293,Whitefield,1192.0,2.0,71.0,2
7297,Whitefield,1626.0,3.0,89.0,3
7298,Whitefield,1585.0,3.0,88.0,3
7299,Whitefield,665.0,2.0,28.585,1
7301,Whitefield,1280.0,2.0,85.0,2
7302,Whitefield,1200.0,3.0,68.5,3
7303,Whitefield,4000.0,4.0,330.0,4
7304,Whitefield,1697.0,3.0,108.0,3
7306,Whitefield,3606.0,4.0,312.0,4
7307,Whitefield,1485.0,2.0,90.0,2
7308,Whitefield,950.0,1.0,50.0,1
7309,Whitefield,3584.0,4.0,199.0,4
7310,Whitefield,825.0,1.0,45.0,1
7312,Whitefield,1559.6266939129125,4.0,270.0,4
7314,Whitefield,1635.0,2.0,85.0,3
7315,Whitefield,1216.0,2.0,79.0,2
7321,Whitefield,920.0,2.0,63.0,2
7323,Whitefield,1170.0,2.0,71.0,2
7324,Whitefield,1118.0,2.0,75.0,2
7325,Whitefield,1800.0,3.0,110.0,3
7326,Whitefield,1562.0,3.0,103.0,3
7329,Whitefield,2321.0,4.0,128.0,3
7330,Whitefield,1320.0,2.0,95.0,2
7333,Whitefield,3010.0,3.0,200.0,3
7334,Whitefield,1346.0,2.0,96.17,2
7335,Whitefield,3850.0,5.0,316.0,3
7339,Whitefield,2500.0,4.0,155.0,4
7340,Whitefield,905.0,1.0,55.0,1
7342,Whitefield,2268.0,3.0,146.0,4
7343,Whitefield,1559.6266939129125,4.0,378.0,4
7346,Whitefield,630.5,1.0,32.79,1
7347,Whitefield,3537.0,5.0,210.0,4
7349,Whitefield,1697.0,3.0,115.0,3
7353,Whitefield,3250.0,5.0,290.0,5
7357,Whitefield,1269.0,2.0,75.0,2
7358,Whitefield,3227.0,5.0,250.0,5
7359,Whitefield,1545.0,3.0,79.0,3
7362,Whitefield,3262.0,4.0,260.0,4
7364,Whitefield,1132.0,2.0,79.28,2
7367,Whitefield,2830.0,5.0,160.0,4
7369,Whitefield,1195.0,2.0,70.0,2
7370,Whitefield,3480.0,4.0,284.0,3
7373,Whitefield,709.0,1.0,34.385,1
7375,Whitefield,1320.0,2.0,79.5,2
7376,Whitefield,750.0,2.0,52.7,2
7377,Whitefield,1200.0,3.0,61.96,3
7382,Whitefield,2094.0,2.0,113.19,3
7384,Whitefield,3445.0,5.0,270.0,4
7385,Whitefield,1700.0,3.0,140.0,3
7386,Whitefield,4827.0,4.0,400.0,4
7387,Whitefield,1405.0,2.0,84.5,2
7389,Whitefield,3252.0,4.0,280.0,4
7391,Whitefield,1150.0,2.0,90.0,2
7392,Whitefield,2400.0,4.0,147.0,4
7394,Whitefield,624.0,1.0,35.0,1
7397,Whitefield,1700.0,3.0,95.0,3
7398,Whitefield,4960.0,4.0,400.0,4
7399,Whitefield,2928.0,4.0,198.0,4
7401,Whitefield,2700.0,5.0,175.0,3
7402,Whitefield,1216.0,2.0,84.0,2
7403,Whitefield,2882.0,5.0,204.0,4
7404,Whitefield,1840.0,3.0,140.0,3
7405,Whitefield,1778.0,3.0,122.0,3
7407,Whitefield,650.0,1.0,25.0,1
7408,Whitefield,2155.0,3.0,125.0,4
7409,Whitefield,905.0,1.0,52.0,1
7414,Whitefield,1216.0,2.0,75.0,2
7416,Whitefield,1255.0,2.0,77.0,2
7417,Whitefield,1216.0,2.0,73.0,2
7418,Whitefield,709.0,1.0,34.735,1
7422,Whitefield,1745.0,3.0,100.0,3
7423,Whitefield,3200.0,4.0,224.0,4
7425,Whitefield,825.0,1.0,44.9,1
7429,Whitefield,1870.0,3.0,138.0,3
7432,Whitefield,1862.0,3.0,125.0,3
7433,Whitefield,1655.0,3.0,113.0,3
7434,Whitefield,530.0,1.0,29.44,1
7436,Whitefield,905.0,1.0,50.0,1
7437,Whitefield,1600.0,3.0,82.0,3
7438,Whitefield,1230.0,4.0,80.0,4
7440,Whitefield,630.5,1.0,32.15,1
7441,Whitefield,905.0,1.0,52.0,1
7445,Whitefield,1216.0,2.0,83.0,2
7450,Whitefield,4075.0,5.0,226.0,4
7451,Whitefield,1216.0,2.0,75.0,2
7459,Whitefield,2856.0,5.0,158.5,4
7462,Whitefield,750.0,1.0,51.0,1
7465,Whitefield,1173.0,2.0,77.0,2
7466,Whitefield,1200.0,3.0,68.4,3
7470,Whitefield,3425.0,5.0,250.0,4
7475,Whitefield,2173.0,3.0,128.0,3
7477,Whitefield,905.0,1.0,62.0,1
7478,Whitefield,1870.0,3.0,138.0,3
7479,Whitefield,1320.0,2.0,99.26,2
7480,Whitefield,2901.0,4.0,190.0,3
7481,Whitefield,1485.0,2.0,96.51,2
7482,Whitefield,1755.0,3.0,101.0,3
7484,Whitefield,2225.0,3.0,149.0,3
7485,Whitefield,1250.0,2.0,82.0,2
7487,Whitefield,605.0,1.0,40.0,1
7490,Whitefield,2210.0,3.0,156.0,3
7491,Whitefield,1173.0,2.0,78.2,2
7492,Whitefield,1740.0,4.0,130.0,3
7493,Whitefield,1216.0,2.0,75.0,2
7495,Whitefield,1655.0,3.0,120.0,3
7496,Whitefield,4003.0,6.0,300.0,4
7498,Whitefield,1180.0,2.0,70.0,2
7500,Whitefield,2023.0,4.0,130.0,3
7501,Whitefield,2134.0,4.0,118.0,3
7504,Whitefield,905.0,1.0,60.0,1
7510,Whitefield,1452.0,3.0,90.0,3
7511,Whitefield,2850.0,5.0,240.0,4
7514,Whitefield,2830.0,5.0,190.0,4
7515,Whitefield,1295.0,2.0,78.5,2
7516,Whitefield,840.0,1.0,57.6,1
7517,Whitefield,640.0,1.0,19.83,1
7518,Whitefield,1991.0,3.0,104.0,3
7522,Whitefield,1655.0,3.0,97.0,3
7523,Whitefield,1850.0,3.0,150.0,3
7524,Whitefield,1200.0,3.0,67.77,3
7525,Whitefield,1290.0,2.0,90.0,2
7528,Whitefield,1216.0,2.0,75.0,2
7529,Whitefield,1356.0,2.0,94.84,2
7530,Whitefield,1338.0,2.0,103.0,2
7533,Whitefield,3450.0,4.0,208.0,3
7537,Whitefield,1267.0,2.0,90.33,2
7538,Whitefield,2400.0,4.0,143.0,4
7539,Whitefield,1836.0,3.0,125.0,3
7541,Whitefield,3596.0,3.0,200.0,3
7542,Whitefield,1275.0,2.0,65.0,3
7545,Whitefield,1216.0,2.0,82.0,2
7546,Whitefield,1495.0,3.0,88.0,2
7547,Whitefield,1564.0,3.0,103.0,3
7548,Whitefield,1585.0,3.0,84.0,3
7551,Whitefield,1558.0,3.0,90.0,3
7552,Whitefield,1216.0,2.0,75.0,2
7554,Whitefield,1704.0,3.0,120.0,3
7556,Whitefield,1256.0,2.0,73.0,2
7559,Whitefield,1300.0,2.0,78.0,2
7560,Whitefield,1570.0,3.0,88.0,3
7561,Whitefield,1216.0,2.0,84.03,2
7563,Whitefield,1216.0,2.0,72.5,2
7565,Whitefield,2025.0,4.0,115.0,3
7566,Whitefield,1346.0,2.0,100.0,3
7570,Whitefield,2990.0,3.0,198.0,4
7573,Whitefield,1720.0,3.0,98.97,3
7574,Whitefield,1600.0,3.0,95.0,3
7575,Whitefield,1655.0,3.0,108.0,3
7576,Whitefield,1740.0,3.0,95.0,3
7578,Whitefield,1350.0,2.0,88.0,2
